transaction_id,customer_id,amount,mean_amount,std_amount,amount_zscore,is_unusual_amount,hour_anomaly,velocity_1h,velocity_24h,is_legitimate_unusual,status,scenario_id,claimed_merchant,actual_recipient_identity,identity_similarity_score,is_identity_mismatch,recipient_account_age_days,is_new_recipient,is_merchant_verified
TXN-00299,CUST-026,987.61,1586.91,417.61,-1.4351,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00044,CUST-004,2377.44,1548.8,414.45,1.9994,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00076,CUST-007,1026.8,1161.3,130.42,-1.0313,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00311,CUST-027,2378.79,2404.91,455.38,-0.0574,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00504,CUST-044,2380.7,1506.55,337.51,2.59,1,1,0,0,1,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00040,CUST-003,1113.55,1081.65,521.41,0.0612,0,1,0,1,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00498,CUST-043,2518.22,1667.56,610.35,1.3937,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00376,CUST-033,2905.04,2149.38,762.79,0.9907,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00526,CUST-045,444.82,978.98,475.4,-1.1236,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00336,CUST-030,1803.42,1721.51,178.31,0.4594,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00049,CUST-005,2855.55,2245.35,338.18,1.8044,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00322,CUST-028,2092.6,2022.43,206.99,0.339,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00064,CUST-006,701.93,755.53,365.95,-0.1465,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00172,CUST-016,3091.21,2554.51,663.53,0.8089,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00258,CUST-023,2548.08,1991.02,369.34,1.5083,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00022,CUST-002,607.37,717.35,395.35,-0.2782,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00396,CUST-035,2692.41,2282.37,379.29,1.0811,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00278,CUST-024,1082.82,1128.54,487.26,-0.0938,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00327,CUST-029,4115.42,2883.75,745.7,1.6517,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00107,CUST-010,1797.23,2153.16,641.15,-0.5551,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00132,CUST-012,1337.21,1425.45,246.65,-0.3578,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00198,CUST-018,2226.53,2138.6,376.94,0.2333,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00325,CUST-028,2191.93,2022.43,206.99,0.8189,0,1,0,1,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00058,CUST-005,1902.15,2245.35,338.18,-1.0148,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00263,CUST-023,1515.52,1991.02,369.34,-1.2874,0,1,0,1,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00408,CUST-036,3102.44,2749.04,416.04,0.8494,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00478,CUST-042,50.0,735.81,561.29,-1.2218,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00060,CUST-006,791.05,755.53,365.95,0.0971,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00460,CUST-040,1486.69,1196.19,439.79,0.6605,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00120,CUST-011,1908.13,1450.32,417.39,1.0968,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00282,CUST-025,2533.97,2377.19,638.02,0.2457,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00512,CUST-044,1201.37,1506.55,337.51,-0.9042,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00055,CUST-005,2779.07,2245.35,338.18,1.5782,0,1,0,1,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00275,CUST-024,1018.12,1128.54,487.26,-0.2266,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00350,CUST-031,179.42,644.81,714.61,-0.6513,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00236,CUST-021,1635.21,1048.3,798.28,0.7352,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00400,CUST-035,2272.13,2282.37,379.29,-0.027,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00548,CUST-048,3321.05,2815.92,694.09,0.7278,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00024,CUST-002,456.14,717.35,395.35,-0.6607,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00106,CUST-010,1488.7,2153.16,641.15,-1.0364,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00127,CUST-012,1543.38,1425.45,246.65,0.4781,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00347,CUST-030,1917.07,1721.51,178.31,1.0967,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00118,CUST-011,1858.73,1450.32,417.39,0.9785,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00189,CUST-017,50.0,1027.46,760.04,-1.2861,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00323,CUST-028,1573.05,2022.43,206.99,-2.171,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00251,CUST-022,1969.55,2389.46,702.77,-0.5975,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00164,CUST-015,1635.19,2211.54,690.0,-0.8353,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00272,CUST-024,881.47,1128.54,487.26,-0.5071,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00334,CUST-029,1898.2,2883.75,745.7,-1.3216,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00158,CUST-015,2629.9,2211.54,690.0,0.6063,0,1,0,1,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00385,CUST-034,2993.45,2681.08,396.2,0.7884,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00516,CUST-045,828.53,978.98,475.4,-0.3165,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00359,CUST-031,50.0,644.81,714.61,-0.8324,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00508,CUST-044,1113.71,1506.55,337.51,-1.1639,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00446,CUST-039,2400.97,2763.55,701.74,-0.5167,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00565,CUST-049,1037.56,1703.4,705.26,-0.9441,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00025,CUST-002,560.86,717.35,395.35,-0.3958,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00052,CUST-005,1942.54,2245.35,338.18,-0.8954,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00201,CUST-018,2054.53,2138.6,376.94,-0.223,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00329,CUST-029,4818.39,2883.75,745.7,2.5944,1,0,0,0,1,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00102,CUST-010,1647.74,2153.16,641.15,-0.7883,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00430,CUST-038,430.43,517.98,595.49,-0.147,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00392,CUST-034,2779.79,2681.08,396.2,0.2491,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00086,CUST-008,3128.67,2932.79,364.97,0.5367,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00054,CUST-005,1780.09,2245.35,338.18,-1.3758,0,0,0,1,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00216,CUST-020,2493.63,2367.53,399.9,0.3153,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00321,CUST-028,1902.92,2022.43,206.99,-0.5774,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00501,CUST-044,1073.38,1506.55,337.51,-1.2834,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00503,CUST-044,1566.13,1506.55,337.51,0.1765,0,1,1,1,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00259,CUST-023,2186.06,1991.02,369.34,0.5281,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00356,CUST-031,1636.8,644.81,714.61,1.3882,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00279,CUST-024,1317.3,1128.54,487.26,0.3874,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00491,CUST-043,1955.02,1667.56,610.35,0.471,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00543,CUST-047,742.46,744.77,556.5,-0.0042,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00043,CUST-004,1231.16,1548.8,414.45,-0.7664,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00312,CUST-027,1543.98,2404.91,455.38,-1.8906,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00315,CUST-027,2401.9,2404.91,455.38,-0.0066,0,0,0,1,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00413,CUST-037,784.72,1345.21,511.82,-1.0951,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00545,CUST-047,661.02,744.77,556.5,-0.1505,0,0,0,1,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00046,CUST-004,1853.0,1548.8,414.45,0.734,0,0,0,1,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00110,CUST-010,926.07,2153.16,641.15,-1.9139,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00204,CUST-019,1156.97,1162.2,272.64,-0.0192,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00383,CUST-033,2815.48,2149.38,762.79,0.8732,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00489,CUST-042,1225.13,735.81,561.29,0.8718,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00098,CUST-009,2734.14,2713.63,353.14,0.0581,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00506,CUST-044,2110.69,1506.55,337.51,1.79,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00036,CUST-003,1275.51,1081.65,521.41,0.3718,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00097,CUST-009,3302.11,2713.63,353.14,1.6664,0,1,0,1,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00185,CUST-017,1715.73,1027.46,760.04,0.9056,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00288,CUST-025,2360.09,2377.19,638.02,-0.0268,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00415,CUST-037,1566.42,1345.21,511.82,0.4322,0,0,0,1,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00188,CUST-017,1882.59,1027.46,760.04,1.1251,0,0,0,1,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00265,CUST-023,1660.58,1991.02,369.34,-0.8947,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00104,CUST-010,497.99,2153.16,641.15,-2.5816,1,1,0,0,1,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00243,CUST-022,2644.01,2389.46,702.77,0.3622,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00122,CUST-011,1232.74,1450.32,417.39,-0.5213,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00135,CUST-013,2120.07,2087.45,473.9,0.0688,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00203,CUST-018,2327.74,2138.6,376.94,0.5018,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00395,CUST-035,1628.93,2282.37,379.29,-1.7228,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00089,CUST-008,2814.47,2932.79,364.97,-0.3242,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00208,CUST-019,1122.03,1162.2,272.64,-0.1473,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00513,CUST-044,1670.7,1506.55,337.51,0.4864,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00221,CUST-020,2540.36,2367.53,399.9,0.4322,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00037,CUST-003,816.96,1081.65,521.41,-0.5076,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00560,CUST-049,2954.01,1703.4,705.26,1.7733,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00391,CUST-034,2829.87,2681.08,396.2,0.3755,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00080,CUST-008,3436.87,2932.79,364.97,1.3812,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00207,CUST-019,1074.9,1162.2,272.64,-0.3202,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00309,CUST-027,1770.58,2404.91,455.38,-1.393,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00001,CUST-001,2261.79,2353.88,271.42,-0.3393,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00072,CUST-007,1164.46,1161.3,130.42,0.0242,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00328,CUST-029,4387.09,2883.75,745.7,2.016,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00445,CUST-039,3303.79,2763.55,701.74,0.7699,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00187,CUST-017,1210.81,1027.46,760.04,0.2412,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00500,CUST-043,1488.1,1667.56,610.35,-0.294,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00346,CUST-030,1511.68,1721.51,178.31,-1.1768,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00283,CUST-025,1971.3,2377.19,638.02,-0.6362,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00521,CUST-045,888.14,978.98,475.4,-0.1911,0,0,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00191,CUST-017,613.68,1027.46,760.04,-0.5444,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00070,CUST-007,1347.04,1161.3,130.42,1.4242,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00150,CUST-014,654.76,1448.64,792.67,-1.0015,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00160,CUST-015,3292.57,2211.54,690.0,1.5667,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00146,CUST-013,1801.84,2087.45,473.9,-0.6027,0,1,0,0,0,SUCCESS,SCN-001,Amazon India,Amazon Seller Services Pvt Ltd,0.4286,0,2000,0,1
TXN-00467,CUST-041,2132.94,1940.53,270.1,0.7124,0,1,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
TXN-00406,CUST-036,2460.87,2749.04,416.04,-0.6926,0,0,0,0,0,SUCCESS,SCN-001,BESCOM Electricity,Bangalore Electricity Supply Company Ltd,0.4828,0,1800,0,1
