URL,Domain,URLLength,DomainLength,IsDomainIP,HasHTTPS,TLD,label,description
http://192.168.1.105/razorpay/pay.html?session_id=90003,192.168.1.105,55,13,1,0,105,1,Raw IP address payment destination
https://razorpay.com/payment-link/pl_12345?txn_id=10004,razorpay.com,55,12,0,1,com,0,Legitimate merchant payment link
https://billdesk.com/pay/electricity?txn_id=10004,billdesk.com,49,12,0,1,com,0,Official bill payment portal
https://paytm.com/recharge?txn_id=10004,paytm.com,39,9,0,1,com,0,Legitimate recharge destination
https://www.bescom.co.in/paybill?txn_id=10004,bescom.co.in,45,12,0,1,in,0,Official electricity board website
https://sbi.co.in/portal/pay?txn_id=10004,sbi.co.in,41,9,0,1,in,0,Official SBI banking portal
https://www.icicibank.com/online-pay?txn_id=10004,icicibank.com,49,13,0,1,com,0,Official ICICI banking page
https://amazon.in/gp/pay?txn_id=10004,amazon.in,37,9,0,1,in,0,Official Amazon merchant checkout
https://flipkart.com/checkout/pay?txn_id=10004,flipkart.com,46,12,0,1,com,0,Official Flipkart checkout
https://swiggy.com/checkout?txn_id=10004,swiggy.com,40,10,0,1,com,0,Official food delivery payment
https://zomato.com/pay?txn_id=10004,zomato.com,35,10,0,1,com,0,Official food merchant checkout
http://elect-pay-bill.top/pay?session_id=90004,elect-pay-bill.top,46,18,0,0,top,1,Fake electricity payment portal
http://razorpay-reward-claim.xyz/collect?session_id=90004,razorpay-reward-claim.xyz,57,25,0,0,xyz,1,Typosquatted Razorpay imposter link
http://bank-kyc-update.online/login?session_id=90004,bank-kyc-update.online,52,22,0,0,online,1,Fake bank KYC phishing site
http://customs-clearance-pay.com/duty?session_id=90004,customs-clearance-pay.com,54,25,0,0,com,1,Fake customs payment link
http://police-challan-pay.tech/challan?session_id=90004,police-challan-pay.tech,55,23,0,0,tech,1,Fake police fine payment portal
http://refund-support-portal.site/fee?session_id=90004,refund-support-portal.site,54,26,0,0,site,1,Fake refund processing fee portal
http://incometax-refund-gov.in.net/claim?session_id=90004,incometax-refund-gov.in.net,57,27,0,0,net,1,Fake government income tax refund link
http://easy-money-pay.top/join?session_id=90004,easy-money-pay.top,47,18,0,0,top,1,Scam job registration payment link
http://bill-pay-fast.online/electricity?session_id=90004,bill-pay-fast.online,56,20,0,0,online,1,Urgency-driven fake utility payment URL
http://192.168.1.105/razorpay/pay.html?session_id=90004,192.168.1.105,55,13,1,0,105,1,Raw IP address payment destination
https://razorpay.com/payment-link/pl_12345?txn_id=10005,razorpay.com,55,12,0,1,com,0,Legitimate merchant payment link
https://billdesk.com/pay/electricity?txn_id=10005,billdesk.com,49,12,0,1,com,0,Official bill payment portal
https://paytm.com/recharge?txn_id=10005,paytm.com,39,9,0,1,com,0,Legitimate recharge destination
https://www.bescom.co.in/paybill?txn_id=10005,bescom.co.in,45,12,0,1,in,0,Official electricity board website
https://sbi.co.in/portal/pay?txn_id=10005,sbi.co.in,41,9,0,1,in,0,Official SBI banking portal
https://www.icicibank.com/online-pay?txn_id=10005,icicibank.com,49,13,0,1,com,0,Official ICICI banking page
https://amazon.in/gp/pay?txn_id=10005,amazon.in,37,9,0,1,in,0,Official Amazon merchant checkout
https://flipkart.com/checkout/pay?txn_id=10005,flipkart.com,46,12,0,1,com,0,Official Flipkart checkout
https://swiggy.com/checkout?txn_id=10005,swiggy.com,40,10,0,1,com,0,Official food delivery payment
https://zomato.com/pay?txn_id=10005,zomato.com,35,10,0,1,com,0,Official food merchant checkout
http://elect-pay-bill.top/pay?session_id=90005,elect-pay-bill.top,46,18,0,0,top,1,Fake electricity payment portal
http://razorpay-reward-claim.xyz/collect?session_id=90005,razorpay-reward-claim.xyz,57,25,0,0,xyz,1,Typosquatted Razorpay imposter link
http://bank-kyc-update.online/login?session_id=90005,bank-kyc-update.online,52,22,0,0,online,1,Fake bank KYC phishing site
http://customs-clearance-pay.com/duty?session_id=90005,customs-clearance-pay.com,54,25,0,0,com,1,Fake customs payment link
http://police-challan-pay.tech/challan?session_id=90005,police-challan-pay.tech,55,23,0,0,tech,1,Fake police fine payment portal
http://refund-support-portal.site/fee?session_id=90005,refund-support-portal.site,54,26,0,0,site,1,Fake refund processing fee portal
http://incometax-refund-gov.in.net/claim?session_id=90005,incometax-refund-gov.in.net,57,27,0,0,net,1,Fake government income tax refund link
http://easy-money-pay.top/join?session_id=90005,easy-money-pay.top,47,18,0,0,top,1,Scam job registration payment link
http://bill-pay-fast.online/electricity?session_id=90005,bill-pay-fast.online,56,20,0,0,online,1,Urgency-driven fake utility payment URL
http://192.168.1.105/razorpay/pay.html?session_id=90005,192.168.1.105,55,13,1,0,105,1,Raw IP address payment destination
https://razorpay.com/payment-link/pl_12345?txn_id=10006,razorpay.com,55,12,0,1,com,0,Legitimate merchant payment link
https://billdesk.com/pay/electricity?txn_id=10006,billdesk.com,49,12,0,1,com,0,Official bill payment portal
https://paytm.com/recharge?txn_id=10006,paytm.com,39,9,0,1,com,0,Legitimate recharge destination
https://www.bescom.co.in/paybill?txn_id=10006,bescom.co.in,45,12,0,1,in,0,Official electricity board website
https://sbi.co.in/portal/pay?txn_id=10006,sbi.co.in,41,9,0,1,in,0,Official SBI banking portal
https://www.icicibank.com/online-pay?txn_id=10006,icicibank.com,49,13,0,1,com,0,Official ICICI banking page
https://amazon.in/gp/pay?txn_id=10006,amazon.in,37,9,0,1,in,0,Official Amazon merchant checkout
https://flipkart.com/checkout/pay?txn_id=10006,flipkart.com,46,12,0,1,com,0,Official Flipkart checkout
https://swiggy.com/checkout?txn_id=10006,swiggy.com,40,10,0,1,com,0,Official food delivery payment
https://zomato.com/pay?txn_id=10006,zomato.com,35,10,0,1,com,0,Official food merchant checkout
http://elect-pay-bill.top/pay?session_id=90006,elect-pay-bill.top,46,18,0,0,top,1,Fake electricity payment portal
http://razorpay-reward-claim.xyz/collect?session_id=90006,razorpay-reward-claim.xyz,57,25,0,0,xyz,1,Typosquatted Razorpay imposter link
http://bank-kyc-update.online/login?session_id=90006,bank-kyc-update.online,52,22,0,0,online,1,Fake bank KYC phishing site
http://customs-clearance-pay.com/duty?session_id=90006,customs-clearance-pay.com,54,25,0,0,com,1,Fake customs payment link
http://police-challan-pay.tech/challan?session_id=90006,police-challan-pay.tech,55,23,0,0,tech,1,Fake police fine payment portal
http://refund-support-portal.site/fee?session_id=90006,refund-support-portal.site,54,26,0,0,site,1,Fake refund processing fee portal
http://incometax-refund-gov.in.net/claim?session_id=90006,incometax-refund-gov.in.net,57,27,0,0,net,1,Fake government income tax refund link
http://easy-money-pay.top/join?session_id=90006,easy-money-pay.top,47,18,0,0,top,1,Scam job registration payment link
http://bill-pay-fast.online/electricity?session_id=90006,bill-pay-fast.online,56,20,0,0,online,1,Urgency-driven fake utility payment URL
http://192.168.1.105/razorpay/pay.html?session_id=90006,192.168.1.105,55,13,1,0,105,1,Raw IP address payment destination
https://razorpay.com/payment-link/pl_12345?txn_id=10007,razorpay.com,55,12,0,1,com,0,Legitimate merchant payment link
https://billdesk.com/pay/electricity?txn_id=10007,billdesk.com,49,12,0,1,com,0,Official bill payment portal
https://paytm.com/recharge?txn_id=10007,paytm.com,39,9,0,1,com,0,Legitimate recharge destination
https://www.bescom.co.in/paybill?txn_id=10007,bescom.co.in,45,12,0,1,in,0,Official electricity board website
https://sbi.co.in/portal/pay?txn_id=10007,sbi.co.in,41,9,0,1,in,0,Official SBI banking portal
https://www.icicibank.com/online-pay?txn_id=10007,icicibank.com,49,13,0,1,com,0,Official ICICI banking page
https://amazon.in/gp/pay?txn_id=10007,amazon.in,37,9,0,1,in,0,Official Amazon merchant checkout
https://flipkart.com/checkout/pay?txn_id=10007,flipkart.com,46,12,0,1,com,0,Official Flipkart checkout
https://swiggy.com/checkout?txn_id=10007,swiggy.com,40,10,0,1,com,0,Official food delivery payment
https://zomato.com/pay?txn_id=10007,zomato.com,35,10,0,1,com,0,Official food merchant checkout
http://elect-pay-bill.top/pay?session_id=90007,elect-pay-bill.top,46,18,0,0,top,1,Fake electricity payment portal
http://razorpay-reward-claim.xyz/collect?session_id=90007,razorpay-reward-claim.xyz,57,25,0,0,xyz,1,Typosquatted Razorpay imposter link
http://bank-kyc-update.online/login?session_id=90007,bank-kyc-update.online,52,22,0,0,online,1,Fake bank KYC phishing site
http://customs-clearance-pay.com/duty?session_id=90007,customs-clearance-pay.com,54,25,0,0,com,1,Fake customs payment link
http://police-challan-pay.tech/challan?session_id=90007,police-challan-pay.tech,55,23,0,0,tech,1,Fake police fine payment portal
http://refund-support-portal.site/fee?session_id=90007,refund-support-portal.site,54,26,0,0,site,1,Fake refund processing fee portal
http://incometax-refund-gov.in.net/claim?session_id=90007,incometax-refund-gov.in.net,57,27,0,0,net,1,Fake government income tax refund link
http://easy-money-pay.top/join?session_id=90007,easy-money-pay.top,47,18,0,0,top,1,Scam job registration payment link
http://bill-pay-fast.online/electricity?session_id=90007,bill-pay-fast.online,56,20,0,0,online,1,Urgency-driven fake utility payment URL
http://192.168.1.105/razorpay/pay.html?session_id=90007,192.168.1.105,55,13,1,0,105,1,Raw IP address payment destination
https://razorpay.com/payment-link/pl_12345?txn_id=10008,razorpay.com,55,12,0,1,com,0,Legitimate merchant payment link
https://billdesk.com/pay/electricity?txn_id=10008,billdesk.com,49,12,0,1,com,0,Official bill payment portal
https://paytm.com/recharge?txn_id=10008,paytm.com,39,9,0,1,com,0,Legitimate recharge destination
https://www.bescom.co.in/paybill?txn_id=10008,bescom.co.in,45,12,0,1,in,0,Official electricity board website
https://sbi.co.in/portal/pay?txn_id=10008,sbi.co.in,41,9,0,1,in,0,Official SBI banking portal
https://www.icicibank.com/online-pay?txn_id=10008,icicibank.com,49,13,0,1,com,0,Official ICICI banking page
https://amazon.in/gp/pay?txn_id=10008,amazon.in,37,9,0,1,in,0,Official Amazon merchant checkout
https://flipkart.com/checkout/pay?txn_id=10008,flipkart.com,46,12,0,1,com,0,Official Flipkart checkout
https://swiggy.com/checkout?txn_id=10008,swiggy.com,40,10,0,1,com,0,Official food delivery payment
https://zomato.com/pay?txn_id=10008,zomato.com,35,10,0,1,com,0,Official food merchant checkout
http://elect-pay-bill.top/pay?session_id=90008,elect-pay-bill.top,46,18,0,0,top,1,Fake electricity payment portal
http://razorpay-reward-claim.xyz/collect?session_id=90008,razorpay-reward-claim.xyz,57,25,0,0,xyz,1,Typosquatted Razorpay imposter link
http://bank-kyc-update.online/login?session_id=90008,bank-kyc-update.online,52,22,0,0,online,1,Fake bank KYC phishing site
http://customs-clearance-pay.com/duty?session_id=90008,customs-clearance-pay.com,54,25,0,0,com,1,Fake customs payment link
http://police-challan-pay.tech/challan?session_id=90008,police-challan-pay.tech,55,23,0,0,tech,1,Fake police fine payment portal
http://refund-support-portal.site/fee?session_id=90008,refund-support-portal.site,54,26,0,0,site,1,Fake refund processing fee portal
http://incometax-refund-gov.in.net/claim?session_id=90008,incometax-refund-gov.in.net,57,27,0,0,net,1,Fake government income tax refund link
http://easy-money-pay.top/join?session_id=90008,easy-money-pay.top,47,18,0,0,top,1,Scam job registration payment link
http://bill-pay-fast.online/electricity?session_id=90008,bill-pay-fast.online,56,20,0,0,online,1,Urgency-driven fake utility payment URL
http://192.168.1.105/razorpay/pay.html?session_id=90008,192.168.1.105,55,13,1,0,105,1,Raw IP address payment destination
https://razorpay.com/payment-link/pl_12345?txn_id=10009,razorpay.com,55,12,0,1,com,0,Legitimate merchant payment link
https://billdesk.com/pay/electricity?txn_id=10009,billdesk.com,49,12,0,1,com,0,Official bill payment portal
https://paytm.com/recharge?txn_id=10009,paytm.com,39,9,0,1,com,0,Legitimate recharge destination
https://www.bescom.co.in/paybill?txn_id=10009,bescom.co.in,45,12,0,1,in,0,Official electricity board website
https://sbi.co.in/portal/pay?txn_id=10009,sbi.co.in,41,9,0,1,in,0,Official SBI banking portal
https://www.icicibank.com/online-pay?txn_id=10009,icicibank.com,49,13,0,1,com,0,Official ICICI banking page
https://amazon.in/gp/pay?txn_id=10009,amazon.in,37,9,0,1,in,0,Official Amazon merchant checkout
https://flipkart.com/checkout/pay?txn_id=10009,flipkart.com,46,12,0,1,com,0,Official Flipkart checkout
https://swiggy.com/checkout?txn_id=10009,swiggy.com,40,10,0,1,com,0,Official food delivery payment
https://zomato.com/pay?txn_id=10009,zomato.com,35,10,0,1,com,0,Official food merchant checkout
http://elect-pay-bill.top/pay?session_id=90009,elect-pay-bill.top,46,18,0,0,top,1,Fake electricity payment portal
http://razorpay-reward-claim.xyz/collect?session_id=90009,razorpay-reward-claim.xyz,57,25,0,0,xyz,1,Typosquatted Razorpay imposter link
http://bank-kyc-update.online/login?session_id=90009,bank-kyc-update.online,52,22,0,0,online,1,Fake bank KYC phishing site
http://customs-clearance-pay.com/duty?session_id=90009,customs-clearance-pay.com,54,25,0,0,com,1,Fake customs payment link
http://police-challan-pay.tech/challan?session_id=90009,police-challan-pay.tech,55,23,0,0,tech,1,Fake police fine payment portal
http://refund-support-portal.site/fee?session_id=90009,refund-support-portal.site,54,26,0,0,site,1,Fake refund processing fee portal
http://incometax-refund-gov.in.net/claim?session_id=90009,incometax-refund-gov.in.net,57,27,0,0,net,1,Fake government income tax refund link
http://easy-money-pay.top/join?session_id=90009,easy-money-pay.top,47,18,0,0,top,1,Scam job registration payment link
http://bill-pay-fast.online/electricity?session_id=90009,bill-pay-fast.online,56,20,0,0,online,1,Urgency-driven fake utility payment URL
http://192.168.1.105/razorpay/pay.html?session_id=90009,192.168.1.105,55,13,1,0,105,1,Raw IP address payment destination
https://razorpay.com/payment-link/pl_12345?txn_id=10010,razorpay.com,55,12,0,1,com,0,Legitimate merchant payment link
https://billdesk.com/pay/electricity?txn_id=10010,billdesk.com,49,12,0,1,com,0,Official bill payment portal
https://paytm.com/recharge?txn_id=10010,paytm.com,39,9,0,1,com,0,Legitimate recharge destination
https://www.bescom.co.in/paybill?txn_id=10010,bescom.co.in,45,12,0,1,in,0,Official electricity board website
https://sbi.co.in/portal/pay?txn_id=10010,sbi.co.in,41,9,0,1,in,0,Official SBI banking portal
https://www.icicibank.com/online-pay?txn_id=10010,icicibank.com,49,13,0,1,com,0,Official ICICI banking page
https://amazon.in/gp/pay?txn_id=10010,amazon.in,37,9,0,1,in,0,Official Amazon merchant checkout
https://flipkart.com/checkout/pay?txn_id=10010,flipkart.com,46,12,0,1,com,0,Official Flipkart checkout
https://swiggy.com/checkout?txn_id=10010,swiggy.com,40,10,0,1,com,0,Official food delivery payment
https://zomato.com/pay?txn_id=10010,zomato.com,35,10,0,1,com,0,Official food merchant checkout
http://elect-pay-bill.top/pay?session_id=90010,elect-pay-bill.top,46,18,0,0,top,1,Fake electricity payment portal
http://razorpay-reward-claim.xyz/collect?session_id=90010,razorpay-reward-claim.xyz,57,25,0,0,xyz,1,Typosquatted Razorpay imposter link
http://bank-kyc-update.online/login?session_id=90010,bank-kyc-update.online,52,22,0,0,online,1,Fake bank KYC phishing site
http://customs-clearance-pay.com/duty?session_id=90010,customs-clearance-pay.com,54,25,0,0,com,1,Fake customs payment link
http://police-challan-pay.tech/challan?session_id=90010,police-challan-pay.tech,55,23,0,0,tech,1,Fake police fine payment portal
http://refund-support-portal.site/fee?session_id=90010,refund-support-portal.site,54,26,0,0,site,1,Fake refund processing fee portal
http://incometax-refund-gov.in.net/claim?session_id=90010,incometax-refund-gov.in.net,57,27,0,0,net,1,Fake government income tax refund link
http://easy-money-pay.top/join?session_id=90010,easy-money-pay.top,47,18,0,0,top,1,Scam job registration payment link
http://bill-pay-fast.online/electricity?session_id=90010,bill-pay-fast.online,56,20,0,0,online,1,Urgency-driven fake utility payment URL
http://192.168.1.105/razorpay/pay.html?session_id=90010,192.168.1.105,55,13,1,0,105,1,Raw IP address payment destination
https://razorpay.com/payment-link/pl_12345?txn_id=10011,razorpay.com,55,12,0,1,com,0,Legitimate merchant payment link
https://billdesk.com/pay/electricity?txn_id=10011,billdesk.com,49,12,0,1,com,0,Official bill payment portal
https://paytm.com/recharge?txn_id=10011,paytm.com,39,9,0,1,com,0,Legitimate recharge destination
https://www.bescom.co.in/paybill?txn_id=10011,bescom.co.in,45,12,0,1,in,0,Official electricity board website
https://sbi.co.in/portal/pay?txn_id=10011,sbi.co.in,41,9,0,1,in,0,Official SBI banking portal
https://www.icicibank.com/online-pay?txn_id=10011,icicibank.com,49,13,0,1,com,0,Official ICICI banking page
https://amazon.in/gp/pay?txn_id=10011,amazon.in,37,9,0,1,in,0,Official Amazon merchant checkout
https://flipkart.com/checkout/pay?txn_id=10011,flipkart.com,46,12,0,1,com,0,Official Flipkart checkout
https://swiggy.com/checkout?txn_id=10011,swiggy.com,40,10,0,1,com,0,Official food delivery payment
https://zomato.com/pay?txn_id=10011,zomato.com,35,10,0,1,com,0,Official food merchant checkout
http://elect-pay-bill.top/pay?session_id=90011,elect-pay-bill.top,46,18,0,0,top,1,Fake electricity payment portal
http://razorpay-reward-claim.xyz/collect?session_id=90011,razorpay-reward-claim.xyz,57,25,0,0,xyz,1,Typosquatted Razorpay imposter link
http://bank-kyc-update.online/login?session_id=90011,bank-kyc-update.online,52,22,0,0,online,1,Fake bank KYC phishing site
http://customs-clearance-pay.com/duty?session_id=90011,customs-clearance-pay.com,54,25,0,0,com,1,Fake customs payment link
http://police-challan-pay.tech/challan?session_id=90011,police-challan-pay.tech,55,23,0,0,tech,1,Fake police fine payment portal
http://refund-support-portal.site/fee?session_id=90011,refund-support-portal.site,54,26,0,0,site,1,Fake refund processing fee portal
http://incometax-refund-gov.in.net/claim?session_id=90011,incometax-refund-gov.in.net,57,27,0,0,net,1,Fake government income tax refund link
http://easy-money-pay.top/join?session_id=90011,easy-money-pay.top,47,18,0,0,top,1,Scam job registration payment link
http://bill-pay-fast.online/electricity?session_id=90011,bill-pay-fast.online,56,20,0,0,online,1,Urgency-driven fake utility payment URL
http://192.168.1.105/razorpay/pay.html?session_id=90011,192.168.1.105,55,13,1,0,105,1,Raw IP address payment destination
https://razorpay.com/payment-link/pl_12345?txn_id=10012,razorpay.com,55,12,0,1,com,0,Legitimate merchant payment link
https://billdesk.com/pay/electricity?txn_id=10012,billdesk.com,49,12,0,1,com,0,Official bill payment portal
https://paytm.com/recharge?txn_id=10012,paytm.com,39,9,0,1,com,0,Legitimate recharge destination
https://www.bescom.co.in/paybill?txn_id=10012,bescom.co.in,45,12,0,1,in,0,Official electricity board website
https://sbi.co.in/portal/pay?txn_id=10012,sbi.co.in,41,9,0,1,in,0,Official SBI banking portal
https://www.icicibank.com/online-pay?txn_id=10012,icicibank.com,49,13,0,1,com,0,Official ICICI banking page
https://amazon.in/gp/pay?txn_id=10012,amazon.in,37,9,0,1,in,0,Official Amazon merchant checkout
https://flipkart.com/checkout/pay?txn_id=10012,flipkart.com,46,12,0,1,com,0,Official Flipkart checkout
https://swiggy.com/checkout?txn_id=10012,swiggy.com,40,10,0,1,com,0,Official food delivery payment
